学号,姓名,课程,期中成绩,期末成绩
20071318284,黎燕洪,日语语音,97,60
20071318284,黎燕洪,日语语法,60,60
20071318284,黎燕洪,日语写作,98,72
20071318284,黎燕洪,日本文学,87,60
20081318285,粟德斌,单片机原理,60,60
20081318285,粟德斌,电力电子技术,83,60
20081318285,粟德斌,操作系统及原理,60,60
20081318285,粟德斌,工程数学,60,70
20081318286,陈龙,复变函数,60,68
20081318286,陈龙,大学英语,60,60
20081318286,陈龙,通信原理,84,67
20081318286,陈龙,自动化原理,60,86
20081318286,陈龙,离散计算机控制技术,60,60
20071318287,王应利,单片机原理,86,80
20071318287,王应利,电力电子技术,60,60
20071318287,王应利,操作系统及原理,60,60
20071318287,王应利,工程数学,78,60
20071318288,陈兴,大学物理,72,60
20071318288,陈兴,高等数学,82,73
20071318288,陈兴,电路原理,60,93
20071318288,陈兴,机械制图,60,60
20071318288,陈兴,汇编语言与接口技术,60,80
20071318289,万舟,大学英语,60,82
20071318289,万舟,复变函数,60,68
20071318289,万舟,通信原理,60,60
20071318289,万舟,自动化原理,71,60
20081318290,朱鸿利,大学物理,60,60
20071318289,万舟,离散计算机控制技术,60,62
20081318290,朱鸿利,高等数学,60,68
20081318290,朱鸿利,电路原理,76,60
20081318290,朱鸿利,机械制图,94,80
20081318290,朱鸿利,汇编语言与接口技术,89,82
20071318291,芶加愉,基础德语,60,60
20071318291,芶加愉,德语听力,60,60
20071318291,芶加愉,德语泛读,74,77
20071318291,芶加愉,德语写作,60,60
20071318291,芶加愉,德汉互译,60,78
20071318291,芶加愉,德语口译,60,60
20081318292,李孝莹,基础德语,60,84
20081318292,李孝莹,德语听力,60,60
20081318292,李孝莹,德语泛读,60,60
20081318292,李孝莹,德语写作,78,60
20081318292,李孝莹,德汉互译,60,60
20081318292,李孝莹,德语口译,63,60
20071318293,刘娟,基础德语,81,69
20071318293,刘娟,德语听力,60,61
20071318293,刘娟,德语泛读,60,86
20071318293,刘娟,德汉互译,75,60
20071318293,刘娟,德语写作,60,77
20071318293,刘娟,德语口译,60,60
20071318294,张珊珊,基础英语,73,60
20071318294,张珊珊,高级英语,74,68
20071318294,张珊珊,英语语音,86,60
20081318295,梁宵,基础日语,70,60
20081318295,梁宵,高级日语,60,60
20081318295,梁宵,日语语音,60,60
20081318295,梁宵,日语语法,60,60
20081318295,梁宵,日语写作,60,60
20081318295,梁宵,日本文学,60,98
20071318296,张勇,基础西班牙语,60,69
20071318296,张勇,高级西班牙语,60,75
20071318296,张勇,西班牙语文学,60,60
20071318296,张勇,西班牙互译,60,91
20071318296,张勇,西班牙口译,60,60
20081318297,秦其瑶,基础日语,60,70
20081318297,秦其瑶,高级日语,60,62
20081318297,秦其瑶,日语语音,60,60
20081318297,秦其瑶,日语语法,85,91
20081318297,秦其瑶,日语写作,60,60
20081318297,秦其瑶,日本文学,68,64
20081318298,陈淮煜,基础英语,89,60
20081318298,陈淮煜,高级英语,60,60
20081318298,陈淮煜,英语语音,97,60
20071318299,代旭,大学物理,79,60
20071318299,代旭,高等数学,60,60
20071318299,代旭,电路原理,60,60
20071318299,代旭,机械制图,60,60
20071318299,代旭,汇编语言与接口技术,96,70
20081318300,黄姁,基础德语,82,60
20081318300,黄姁,德语听力,60,60
20081318300,黄姁,德语泛读,60,60
20081318300,黄姁,德语写作,61,60
20081318300,黄姁,德汉互译,60,60
20081318300,黄姁,德语口译,97,87
20081318301,梅骏,基础西班牙语,65,60
20081318301,梅骏,高级西班牙语,64,60
20081318301,梅骏,西班牙语文学,60,60
20081318301,梅骏,西班牙互译,67,60
20081318301,梅骏,西班牙口译,60,60
20081318302,欧兴宽,基础德语,60,60
20081318302,欧兴宽,德语听力,60,60
20081318302,欧兴宽,德语泛读,60,84
20081318302,欧兴宽,德语写作,66,60
20081318302,欧兴宽,德汉互译,80,60
20081318302,欧兴宽,德语口译,60,60
20081318303,龙复艳,基础英语,60,60
20081318303,龙复艳,高级英语,82,60
20081318303,龙复艳,英语语音,60,64
20071318304,苟艰钱,大学物理,60,60
20071318304,苟艰钱,高等数学,60,60
20071318304,苟艰钱,电路原理,60,60
20071318304,苟艰钱,机械制图,86,60
20071318304,苟艰钱,汇编语言与接口技术,60,99
20081318305,周雪,单片机原理,86,60
20081318305,周雪,电力电子技术,60,60
20081318305,周雪,操作系统及原理,83,63
20081318305,周雪,工程数学,60,88
20081318306,周春龙,模拟电子技术,76,60
20081318306,周春龙,数字电子技术,60,60
20081318306,周春龙,C语言原理,60,90
20081318306,周春龙,计算机硬件技术,70,60
20071318307,陈姚姚,单片机原理,97,60
20071318307,陈姚姚,电力电子技术,60,75
20071318307,陈姚姚,操作系统及原理,60,89
20071318307,陈姚姚,工程数学,60,79
20081318308,程姗姗,基础西班牙语,76,61
20081318308,程姗姗,高级西班牙语,60,74
20081318308,程姗姗,西班牙语文学,60,60
20081318308,程姗姗,西班牙互译,70,60
20081318308,程姗姗,西班牙口译,94,60
20081318309,冯霞,大学物理,60,60
20081318309,冯霞,高等数学,96,60
20081318309,冯霞,电路原理,81,60
20081318309,冯霞,机械制图,97,62
20081318309,冯霞,汇编语言与接口技术,60,60
20071318310,王宏云,复变函数,60,60
20071318310,王宏云,大学英语,87,76
20071318310,王宏云,通信原理,95,60
20071318310,王宏云,自动化原理,60,65
20071318310,王宏云,离散计算机控制技术,87,60
20081318311,张艳,基础日语,82,60
20081318311,张艳,高级日语,98,60
20081318311,张艳,日语语音,60,60
20081318311,张艳,日语语法,60,60
20081318311,张艳,日语写作,60,60
20081318311,张艳,日本文学,61,96
20081318312,陈兴裕,基础英语,60,60
20081318312,陈兴裕,高级英语,69,60
20081318312,陈兴裕,英语语音,97,60
20071318313,周念,基础日语,68,60
20071318313,周念,高级日语,60,60
20071318313,周念,日语语音,60,60
20071318313,周念,日语语法,60,60
20071318313,周念,日语写作,69,91
20071318313,周念,日本文学,60,60
20071318314,陈毅,模拟电子技术,60,60
20071318314,陈毅,C语言原理,85,60
20071318314,陈毅,数字电子技术,60,60
20071318314,陈毅,计算机硬件技术,60,60
20081318315,骆培蕾,模拟电子技术,60,97
20081318315,骆培蕾,数字电子技术,60,60
20081318315,骆培蕾,C语言原理,60,60
20081318315,骆培蕾,计算机硬件技术,60,60
20081318316,陈亚林,基础日语,74,79
20081318316,陈亚林,高级日语,60,71
20081318316,陈亚林,日语语音,89,60
20081318316,陈亚林,日语语法,60,60
20081318316,陈亚林,日语写作,60,87
20081318316,陈亚林,日本文学,60,84
20071318317,张明星,单片机原理,60,60
20071318317,张明星,电力电子技术,70,60
20071318317,张明星,操作系统及原理,74,79
20071318317,张明星,工程数学,60,60
20071318318,喻文沛,模拟电子技术,60,60
20071318318,喻文沛,数字电子技术,60,97
20071318318,喻文沛,C语言原理,90,72
20071318318,喻文沛,计算机硬件技术,60,98
20081318319,欧阳祥龄,基础德语,60,79
20081318319,欧阳祥龄,德语听力,60,60
20081318319,欧阳祥龄,德语泛读,95,60
20081318319,欧阳祥龄,德语写作,60,60
20081318319,欧阳祥龄,德汉互译,60,60
20081318319,欧阳祥龄,德语口译,84,60
20071318320,王涛,基础德语,71,60
20071318320,王涛,德语听力,66,60
20071318320,王涛,德语泛读,65,60
20071318320,王涛,德语写作,60,60
20071318320,王涛,德汉互译,71,60
20071318320,王涛,德语口译,60,60
20071318321,周艳,大学物理,60,60
20071318321,周艳,高等数学,60,60
20071318321,周艳,电路原理,60,68
20071318321,周艳,机械制图,90,60
20071318321,周艳,汇编语言与接口技术,60,69
20081318322,龙莘蛟,模拟电子技术,60,60
20081318322,龙莘蛟,数字电子技术,60,60
20081318322,龙莘蛟,C语言原理,60,60
20081318322,龙莘蛟,计算机硬件技术,60,73
20081318323,张宇航,基础英语,74,60
20081318323,张宇航,高级英语,60,91
20081318323,张宇航,英语语音,60,60
20071318324,安杰,模拟电子技术,60,99
20071318324,安杰,数字电子技术,80,75
20071318324,安杰,C语言原理,60,60
20071318324,安杰,计算机硬件技术,63,60
20081318325,蔡宇星,复变函数,60,88
20081318325,蔡宇星,大学英语,60,60
20081318325,蔡宇星,通信原理,72,60
20081318325,蔡宇星,自动化原理,60,60
20081318325,蔡宇星,离散计算机控制技术,78,63
20071318326,欧阳琳琳,基础英语,60,60
20071318326,欧阳琳琳,高级英语,69,60
20071318326,欧阳琳琳,英语语音,60,60
20081318327,夏仁凤,大学物理,60,60
20081318327,夏仁凤,高等数学,60,60
20081318327,夏仁凤,电路原理,73,91
20081318327,夏仁凤,机械制图,85,71
20081318327,夏仁凤,汇编语言与接口技术,60,60
20071318328,张艺,基础德语,86,91
20071318328,张艺,德语听力,60,97
20071318328,张艺,德语泛读,93,60
20071318328,张艺,德语写作,60,60
20071318328,张艺,德汉互译,60,60
20071318328,张艺,德语口译,60,60
20071318329,周尧兰,单片机原理,83,60
20071318329,周尧兰,电力电子技术,60,62
20071318329,周尧兰,操作系统及原理,60,60
20071318329,周尧兰,工程数学,60,84
20071318330,安航航,复变函数,74,74
20071318330,安航航,大学英语,72,60
20071318330,安航航,通信原理,60,60
20071318330,安航航,自动化原理,60,94
20071318330,安航航,离散计算机控制技术,60,60
20081318331,梁霞,模拟电子技术,60,99
20081318331,梁霞,数字电子技术,84,60
20081318331,梁霞,C语言原理,60,60
20081318331,梁霞,计算机硬件技术,88,60
20081318332,肖扬,模拟电子技术,60,60
20081318332,肖扬,数字电子技术,64,72
20081318332,肖扬,C语言原理,75,60
20081318332,肖扬,计算机硬件技术,60,60
20081318333,杨堂鑫,基础西班牙语,60,60
20081318333,杨堂鑫,高级西班牙语,81,94
20081318333,杨堂鑫,西班牙语文学,60,60
20081318333,杨堂鑫,西班牙互译,60,60
20081318333,杨堂鑫,西班牙口译,62,60
20071318334,陈波,模拟电子技术,61,60
20071318334,陈波,数字电子技术,60,60
20071318334,陈波,C语言原理,74,75
20071318334,陈波,计算机硬件技术,60,60
20081318335,周玉波,模拟电子技术,60,60
20081318335,周玉波,数字电子技术,60,60
20081318335,周玉波,C语言原理,75,60
20081318335,周玉波,计算机硬件技术,74,60
20071318336,李敖,基础德语,60,60
20071318336,李敖,德语听力,68,85
20071318336,李敖,德语泛读,60,80
20071318336,李敖,德语写作,60,60
20071318336,李敖,德汉互译,60,60
20071318336,李敖,德语口译,60,60
20081318337,张义婷,单片机原理,60,60
20081318337,张义婷,电力电子技术,60,60
20081318337,张义婷,操作系统及原理,60,99
20081318337,张义婷,工程数学,60,97
20071318338,林雨婷,复变函数,60,60
20071318338,林雨婷,大学英语,60,60
20071318338,林雨婷,通信原理,60,60
20071318338,林雨婷,自动化原理,60,60
20071318338,林雨婷,离散计算机控制技术,86,60
20081318339,刘斌,复变函数,60,60
20081318339,刘斌,大学英语,60,60
20081318339,刘斌,通信原理,83,92
20081318339,刘斌,自动化原理,60,70
20081318339,刘斌,离散计算机控制技术,60,60
20081318340,骆书阳,基础日语,68,92
20081318340,骆书阳,高级日语,60,60
20081318340,骆书阳,日语语音,72,60
20081318340,骆书阳,日语语法,89,60
20081318340,骆书阳,日语写作,60,60
20081318340,骆书阳,日本文学,60,60
20081318341,骆宽,单片机原理,69,94
20081318341,骆宽,电力电子技术,60,60
20081318341,骆宽,操作系统及原理,89,60
20081318341,骆宽,工程数学,60,60
20081318342,梁灿,基础英语,60,79
20081318342,梁灿,高级英语,60,94
20081318342,梁灿,英语语音,60,69
20071318343,龙云云,模拟电子技术,60,60
20071318343,龙云云,数字电子技术,90,60
20071318343,龙云云,C语言原理,71,60
20071318343,龙云云,计算机硬件技术,97,60
20081318344,廖银川,模拟电子技术,60,60
20081318344,廖银川,数字电子技术,60,98
20081318344,廖银川,C语言原理,99,60
20081318344,廖银川,计算机硬件技术,60,60
20081318345,陈洋,基础德语,65,60
20081318345,陈洋,德语听力,60,60
20081318345,陈洋,德语泛读,94,60
20081318345,陈洋,德语写作,60,60
20081318345,陈洋,德汉互译,72,64
20081318345,陈洋,德语口译,60,60
20081318346,陈调兴,模拟电子技术,60,60
20081318346,陈调兴,数字电子技术,60,66
20081318346,陈调兴,C语言原理,60,60
20081318346,陈调兴,计算机硬件技术,60,60
20081318347,李佳丽,基础日语,89,98
20081318347,李佳丽,高级日语,60,84
20081318347,李佳丽,日语语音,66,60
20081318347,李佳丽,日语语法,60,77
20081318347,李佳丽,日语写作,60,60
20081318347,李佳丽,日本文学,60,97
20071318348,王光凤,基础西班牙语,60,60
20071318348,王光凤,高级西班牙语,60,78
20071318348,王光凤,西班牙语文学,60,60
20071318348,王光凤,西班牙互译,67,83
20071318348,王光凤,西班牙口译,91,65
20081318349,周合力,复变函数,60,60
20081318349,周合力,大学英语,79,60
20081318349,周合力,通信原理,95,60
20081318349,周合力,自动化原理,77,60
20081318349,周合力,离散计算机控制技术,60,60
20081318350,苟龙,模拟电子技术,60,60
20081318350,苟龙,数字电子技术,60,87
20081318350,苟龙,C语言原理,77,60
20081318350,苟龙,计算机硬件技术,90,85
20081318351,田春银,模拟电子技术,60,60
20081318351,田春银,数字电子技术,60,60
20081318351,田春银,C语言原理,60,60
20081318351,田春银,计算机硬件技术,60,74
20081318352,李文一,基础英语,89,60
20081318352,李文一,高级英语,60,60
20081318352,李文一,英语语音,60,60
20071318353,冷开茂,复变函数,90,60
20071318353,冷开茂,大学英语,73,60
20071318353,冷开茂,通信原理,60,77
20071318353,冷开茂,自动化原理,79,60
20071318353,冷开茂,离散计算机控制技术,60,60
20071318354,罗青青,复变函数,60,72
20071318354,罗青青,大学英语,60,60
20071318354,罗青青,通信原理,60,60
20071318354,罗青青,自动化原理,60,60
20071318354,罗青青,离散计算机控制技术,60,79
20071318355,秦其粤,基础德语,60,60
20071318355,秦其粤,德语听力,60,70
20071318355,秦其粤,德语泛读,60,60
20071318355,秦其粤,德语写作,60,91
20071318355,秦其粤,德汉互译,60,60
20071318355,秦其粤,德语口译,83,66
20071318356,罗小豪,复变函数,60,60
20071318356,罗小豪,大学英语,82,77
20071318356,罗小豪,通信原理,70,60
20071318356,罗小豪,自动化原理,82,60
20071318356,罗小豪,离散计算机控制技术,94,60
20081318357,杨姗姗,单片机原理,76,60
20081318357,杨姗姗,电力电子技术,60,60
20081318357,杨姗姗,操作系统及原理,64,97
20081318357,杨姗姗,工程数学,60,79
20081318358,王正航,单片机原理,87,60
20081318358,王正航,电力电子技术,60,60
20081318358,王正航,操作系统及原理,60,84
20081318358,王正航,工程数学,60,60
20071318359,龙宇,基础西班牙语,60,79
20071318359,龙宇,高级西班牙语,60,60
20071318359,龙宇,西班牙语文学,75,85
20071318359,龙宇,西班牙互译,60,78
20071318359,龙宇,西班牙口译,60,60
20071318360,周业润,单片机原理,60,64
20071318360,周业润,电力电子技术,95,60
20071318360,周业润,操作系统及原理,60,93
20071318360,周业润,工程数学,60,90
20081318361,梁久顺,基础德语,95,60
20081318361,梁久顺,德语听力,60,60
20081318361,梁久顺,德语泛读,60,60
20081318361,梁久顺,德语写作,74,91
20081318361,梁久顺,德汉互译,75,60
20081318361,梁久顺,德语口译,60,99
20081318362,叶雨,基础日语,67,60
20081318362,叶雨,高级日语,68,60
20081318362,叶雨,日语语音,88,60
20081318362,叶雨,日语语法,60,60
20081318362,叶雨,日语写作,75,60
20081318362,叶雨,日本文学,60,60
20071318363,罗茂兰,基础英语,60,68
20071318363,罗茂兰,高级英语,60,60
20071318363,罗茂兰,英语语音,60,60
20081318364,周露笋,大学物理,71,60
20081318364,周露笋,高等数学,60,60
20081318364,周露笋,电路原理,60,60
20081318364,周露笋,机械制图,60,60
20081318364,周露笋,汇编语言与接口技术,60,98
20081318365,代永银,复变函数,60,60
20081318365,代永银,大学英语,69,60
20081318365,代永银,通信原理,85,80
20081318365,代永银,自动化原理,72,60
20081318365,代永银,离散计算机控制技术,60,89
20071318366,代元梅,复变函数,60,60
20071318366,代元梅,大学英语,60,60
20071318366,代元梅,通信原理,60,90
20071318366,代元梅,自动化原理,60,64
20071318366,代元梅,离散计算机控制技术,60,74
20081318367,欧小娟,单片机原理,87,60
20081318367,欧小娟,电力电子技术,60,60
20081318367,欧小娟,操作系统及原理,82,67
20081318367,欧小娟,工程数学,60,60
20081318368,欧官军,模拟电子技术,60,60
20081318368,欧官军,数字电子技术,80,60
20081318368,欧官军,C语言原理,60,76
20081318368,欧官军,计算机硬件技术,91,60
20081318369,钱洪浪,模拟电子技术,60,60
20081318369,钱洪浪,数字电子技术,60,94
20081318369,钱洪浪,C语言原理,89,60
20081318369,钱洪浪,计算机硬件技术,96,60
20081318370,刘尧,基础西班牙语,77,60
20081318370,刘尧,高级西班牙语,60,60
20081318370,刘尧,西班牙语文学,60,93
20081318370,刘尧,西班牙互译,98,60
20081318370,刘尧,西班牙口译,72,60
20081318371,杨堂伟,基础日语,60,79
20081318371,杨堂伟,高级日语,60,60
20081318371,杨堂伟,日语语音,60,60
20081318371,杨堂伟,日语语法,98,90
20081318371,杨堂伟,日语写作,86,60
20081318371,杨堂伟,日本文学,83,92
20071318372,王光文,复变函数,60,85
20071318372,王光文,大学英语,60,84
20071318372,王光文,通信原理,60,75
20071318372,王光文,自动化原理,92,83
20071318372,王光文,离散计算机控制技术,77,92
20071318373,陈橙,基础西班牙语,60,60
20071318373,陈橙,高级西班牙语,60,60
20071318373,陈橙,西班牙语文学,60,60
20071318373,陈橙,西班牙互译,60,99
20071318373,陈橙,西班牙口译,60,60
20071318374,,复变函数,60,60
20071318374,,大学英语,60,98
20071318374,,通信原理,60,60
20071318374,,自动化原理,60,60
20071318374,,离散计算机控制技术,60,60
20081318375,,基础德语,60,60
20081318375,,德语听力,60,60
20081318375,,德语泛读,73,98
20081318375,,德语写作,60,60
20081318375,,德汉互译,60,91
20081318375,,德语口译,99,60
20081318376,,复变函数,60,84
20081318376,,大学英语,60,60
20081318376,,通信原理,60,60
20081318376,,自动化原理,91,79
20081318376,,离散计算机控制技术,67,60
20071318377,,单片机原理,60,60
20071318377,,电力电子技术,76,60
20071318377,,操作系统及原理,97,71
20071318377,,工程数学,60,60
20071318378,,复变函数,81,62
20071318378,,大学英语,60,60
20071318378,,通信原理,60,60
20071318378,,自动化原理,60,61
20071318378,,离散计算机控制技术,60,60
20081318379,,模拟电子技术,60,83
20081318379,,数字电子技术,65,93
20081318379,,C语言原理,60,60
20081318379,,计算机硬件技术,60,85
20081318380,,单片机原理,87,60
20081318380,,电力电子技术,66,60
20081318380,,操作系统及原理,81,60
20081318380,,工程数学,71,60
20081318381,,基础英语,60,60
20081318381,,高级英语,60,60
20081318381,,英语语音,60,60
20071318382,,基础西班牙语,60,60
20071318382,,高级西班牙语,60,60
20071318382,,西班牙语文学,76,71
20071318382,,西班牙互译,60,60
20071318382,,西班牙口译,60,60
20081318383,,大学物理,80,60
20081318383,,高等数学,93,72
20081318383,,电路原理,84,60
20081318383,,机械制图,64,91
20081318383,,汇编语言与接口技术,60,74
20071318384,,单片机原理,60,60
20071318384,,电力电子技术,60,60
20071318384,,操作系统及原理,77,98
20071318384,,工程数学,92,60
20071318385,,基础西班牙语,60,60
20071318385,,高级西班牙语,60,64
20071318385,,西班牙语文学,60,99
20071318385,,西班牙互译,79,60
20071318385,,西班牙口译,97,60
20071318386,,基础德语,60,82
20071318386,,德语听力,90,60
20071318386,,德语泛读,60,60
20071318386,,德语写作,60,60
20071318386,,德汉互译,88,73
20071318386,,德语口译,73,60
20071318387,,单片机原理,60,60
20071318387,,电力电子技术,72,60
20071318387,,操作系统及原理,60,60
20071318387,,工程数学,89,60
20081318388,,大学物理,71,60
20081318388,,高等数学,63,79
20081318388,,电路原理,60,90
20081318388,,机械制图,60,89
20081318388,,汇编语言与接口技术,60,65
20081318389,,基础日语,60,96
20081318389,,高级日语,60,60
20081318389,,日语语音,60,64
20081318389,,日语语法,60,60
20081318389,,日语写作,60,99
20081318389,,日本文学,60,80
20071318390,,基础英语,87,60
20071318390,,高级英语,60,60
20071318390,,英语语音,81,60
20081318391,,大学物理,96,60
20081318391,,高等数学,60,60
20081318391,,电路原理,60,60
20081318391,,机械制图,60,60
20081318391,,汇编语言与接口技术,92,60
20071318392,,基础西班牙语,60,83
20071318392,,高级西班牙语,60,60
20071318392,,西班牙语文学,60,92
20071318392,,西班牙互译,95,94
20071318392,,西班牙口译,60,93
20081318393,,大学物理,60,78
20081318393,,高等数学,60,60
20081318393,,电路原理,60,81
20081318393,,机械制图,60,82
20081318393,,汇编语言与接口技术,60,67
20071318394,,基础德语,60,89
20071318394,,德语听力,60,60
20071318394,,德语泛读,98,71
20071318394,,德语写作,75,88
20071318394,,德汉互译,85,66
20071318394,,德语口译,97,60
20071318395,,基础西班牙语,65,60
20071318395,,高级西班牙语,78,61
20071318395,,西班牙语文学,60,60
20071318395,,西班牙互译,60,60
20071318395,,西班牙口译,60,60
20071318396,,基础德语,60,60
20071318396,,德语听力,60,60
20071318396,,德语泛读,60,60
20071318396,,德语写作,60,60
20071318396,,德汉互译,83,94
20071318396,,德语口译,82,79
20071318397,,基础日语,60,60
20071318397,,高级日语,60,60
20071318397,,日语语音,60,90
20071318397,,日语语法,60,65
20071318397,,日语写作,60,60
20071318397,,日本文学,63,90
20081318398,,大学物理,60,74
20081318398,,高等数学,60,75
20081318398,,电路原理,60,75
20081318398,,机械制图,60,94
20081318398,,汇编语言与接口技术,60,94
20071318399,,单片机原理,60,62
20071318399,,电力电子技术,60,94
20071318399,,操作系统及原理,72,82
20071318399,,工程数学,66,87
20071318400,,单片机原理,60,60
20071318400,,电力电子技术,60,66
20071318400,,操作系统及原理,60,60
20071318400,,工程数学,60,60
20081318401,,单片机原理,60,60
20081318401,,电力电子技术,60,60
20081318401,,操作系统及原理,60,60
20081318401,,工程数学,60,60
20071318402,,复变函数,79,60
20071318402,,大学英语,64,89
20071318402,,通信原理,60,68
20071318402,,自动化原理,60,60
20071318402,,离散计算机控制技术,60,60
20071318403,,大学物理,60,60
20071318403,,高等数学,60,60
20071318403,,电路原理,73,60
20071318403,,机械制图,97,60
20071318403,,汇编语言与接口技术,82,60
20081318404,,基础西班牙语,94,60
20081318404,,高级西班牙语,76,60
20081318404,,西班牙语文学,60,60
20081318404,,西班牙互译,60,60
20081318404,,西班牙口译,60,71
20071318405,,单片机原理,60,96
20071318405,,电力电子技术,75,60
20071318405,,操作系统及原理,60,60
20071318405,,工程数学,87,60
20071318406,,复变函数,60,60
20071318406,,大学英语,60,60
20071318406,,通信原理,60,60
20071318406,,自动化原理,60,60
20071318406,,离散计算机控制技术,60,60
20071318407,,大学物理,60,60
20071318407,,高等数学,60,60
20071318407,,电路原理,60,60
20071318407,,机械制图,60,60
20071318407,,汇编语言与接口技术,60,60
20081318408,,大学物理,73,60
20081318408,,高等数学,71,60
20081318408,,电路原理,60,70
20081318408,,机械制图,98,65
20081318408,,汇编语言与接口技术,87,60
20081318409,,大学物理,60,60
20081318409,,高等数学,60,60
20081318409,,电路原理,62,61
20081318409,,机械制图,60,85
20081318409,,汇编语言与接口技术,60,95
20081318410,,模拟电子技术,60,86
20081318410,,数字电子技术,63,91
20081318410,,C语言原理,60,60
20081318410,,计算机硬件技术,60,60
20081318411,,大学物理,99,60
20081318411,,高等数学,60,60
20081318411,,电路原理,60,64
20081318411,,机械制图,98,60
20081318411,,汇编语言与接口技术,60,60
20081318412,,基础日语,60,84
20081318412,,高级日语,70,86
20081318412,,日语语音,60,60
20081318412,,日语语法,60,74
20081318412,,日语写作,60,60
20081318412,,日本文学,60,74
